PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,Date,Day,Month,Year,Holiday,Quarter,AQI_Category
52.93,110.84,12.48,12.26,0.84,38.12,120,21-06-2022,Tuesday,June,2022,No Holiday,Q2,Moderate
71.71,156.6,7.64,12.35,0.68,58.39,138,22-06-2022,Wednesday,June,2022,No Holiday,Q2,Moderate
78.02,173.61,8.48,12.03,0.54,72.84,148,23-06-2022,Thursday,June,2022,No Holiday,Q2,Moderate
102.07,214.06,11.38,11.85,0.59,68.63,210,24-06-2022,Friday,June,2022,No Holiday,Q2,Poor
103.97,228.02,16.02,11.84,0.97,80.12,199,25-06-2022,Saturday,June,2022,No Holiday,Q2,Moderate
99.65,181.98,6.79,11.82,0.84,45.85,206,26-06-2022,Sunday,June,2022,Holiday,Q2,Poor
66.11,126.56,4.66,11.89,0.72,41.55,118,27-06-2022,Monday,June,2022,No Holiday,Q2,Moderate
77.03,228.05,5.51,13.87,0.81,41.37,160,28-06-2022,Tuesday,June,2022,No Holiday,Q2,Moderate
67.12,190.51,5.14,18.01,0.74,34.99,162,29-06-2022,Wednesday,June,2022,No Holiday,Q2,Moderate
62.73,71.57,22.54,17.54,0.75,21.31,154,30-06-2022,Thursday,June,2022,No Holiday,Q2,Moderate
38.9,56.38,31.54,13.72,0.74,18.94,64,01-07-2022,Friday,July,2022,No Holiday,Q3,Satisfactory
47.15,151.33,33.4,13.6,0.81,28.61,92,02-07-2022,Saturday,July,2022,No Holiday,Q3,Satisfactory
32.42,49.3,42.1,13.48,0.66,25.44,84,03-07-2022,Sunday,July,2022,Holiday,Q3,Satisfactory
87.32,133.14,40.7,13.47,1.1,34.59,101,04-07-2022,Monday,July,2022,No Holiday,Q3,Moderate
94.56,136.46,21.96,18.32,0.83,24.06,133,05-07-2022,Tuesday,July,2022,No Holiday,Q3,Moderate
42.9,104.18,22.61,22.07,0.45,30.51,100,06-07-2022,Wednesday,July,2022,No Holiday,Q3,Satisfactory
38.57,93.44,21.76,24.26,0.44,26.74,97,07-07-2022,Thursday,July,2022,No Holiday,Q3,Satisfactory
51.56,106.14,20.69,23.89,0.52,29.9,89,08-07-2022,Friday,July,2022,No Holiday,Q3,Satisfactory
52.38,97.13,18.85,23.84,0.5,28.91,111,09-07-2022,Saturday,July,2022,Holiday,Q3,Moderate
40.21,67.27,19.08,23.81,0.38,34.17,66,10-07-2022,Sunday,July,2022,Holiday,Q3,Satisfactory
60.93,88.99,18.97,23.95,0.78,56.99,98,11-07-2022,Monday,July,2022,No Holiday,Q3,Satisfactory
37.22,76.49,18.98,24,0.71,66.51,84,12-07-2022,Tuesday,July,2022,No Holiday,Q3,Satisfactory
34.87,62.48,19.05,23.67,0.48,79.27,82,13-07-2022,Wednesday,July,2022,No Holiday,Q3,Satisfactory
42.52,91.78,19.02,23.75,0.46,79.59,88,14-07-2022,Thursday,July,2022,No Holiday,Q3,Satisfactory
29.55,72.71,19.03,23.78,0.38,84.39,92,15-07-2022,Friday,July,2022,No Holiday,Q3,Satisfactory
33.54,56.96,19.12,23.66,0.46,77.79,87,16-07-2022,Saturday,July,2022,No Holiday,Q3,Satisfactory
48.54,43.11,19.08,23.53,0.37,84.03,96,17-07-2022,Sunday,July,2022,Holiday,Q3,Satisfactory
52.62,134.4,18.95,23.45,0.5,83.72,140,18-07-2022,Monday,July,2022,No Holiday,Q3,Moderate
41.44,124.01,18.95,23.48,0.74,76.73,124,19-07-2022,Tuesday,July,2022,No Holiday,Q3,Moderate
42.94,66.84,8.02,25.01,0.49,61.01,86,20-07-2022,Wednesday,July,2022,No Holiday,Q3,Satisfactory
60.22,72.24,6.33,25.87,0.5,55.24,53,21-07-2022,Thursday,July,2022,No Holiday,Q3,Satisfactory
67.42,116.78,7.24,25.99,0.73,49.48,171,22-07-2022,Friday,July,2022,No Holiday,Q3,Moderate
33.67,65.68,4.26,26.22,0.46,50.4,71,23-07-2022,Saturday,July,2022,No Holiday,Q3,Satisfactory
26.14,49.86,4.25,26.09,0.39,51.79,59,24-07-2022,Sunday,July,2022,Holiday,Q3,Satisfactory
25,50.31,3.51,26.16,0.35,54.92,56,25-07-2022,Monday,July,2022,No Holiday,Q3,Satisfactory
30.88,61.12,4.88,27.22,0.41,53.01,60,26-07-2022,Tuesday,July,2022,No Holiday,Q3,Satisfactory
28.34,57.78,6.74,27.33,0.42,52.63,55,27-07-2022,Wednesday,July,2022,No Holiday,Q3,Satisfactory
25.7,42.09,7.07,26.85,0.4,49,52,28-07-2022,Thursday,July,2022,No Holiday,Q3,Satisfactory
27.48,43.14,5.64,27.14,0.36,46.41,47,29-07-2022,Friday,July,2022,No Holiday,Q3,Good
28.74,37.9,5.5,26.74,0.53,48.02,47,30-07-2022,Saturday,July,2022,No Holiday,Q3,Good
29.61,39.32,5.83,26.22,0.39,53.42,50,31-07-2022,Sunday,July,2022,Holiday,Q3,Good
27.42,62.78,4.95,26.26,0.41,47.76,48,01-08-2022,Monday,August,2022,No Holiday,Q3,Good
36.22,385.15,9.02,26.32,0.45,53.86,216,02-08-2022,Tuesday,August,2022,No Holiday,Q3,Poor
45.03,139.59,10.27,26.28,0.73,52.95,125,03-08-2022,Wednesday,August,2022,No Holiday,Q3,Moderate
34.65,89.03,9.78,26.41,0.77,52.75,99,04-08-2022,Thursday,August,2022,No Holiday,Q3,Satisfactory
29.54,65.32,9.32,26.35,0.69,49.97,56,05-08-2022,Friday,August,2022,No Holiday,Q3,Satisfactory
37.25,88.15,6.57,26.54,0.7,54.73,88,06-08-2022,Saturday,August,2022,No Holiday,Q3,Satisfactory
60.79,90.78,8.42,26.59,0.89,47.05,127,07-08-2022,Sunday,August,2022,Holiday,Q3,Moderate
48.58,93.31,8.18,26.75,0.84,61.47,68,08-08-2022,Monday,August,2022,No Holiday,Q3,Satisfactory
52.53,95.69,7.45,26.62,0.65,55.29,115,09-08-2022,Tuesday,August,2022,Holiday,Q3,Moderate
42.77,93.29,37.23,26.39,0.57,48.26,87,10-08-2022,Wednesday,August,2022,No Holiday,Q3,Satisfactory
25.31,51.36,37.77,26.18,0.38,47.05,62,11-08-2022,Thursday,August,2022,No Holiday,Q3,Satisfactory
29.69,55.77,37.63,26.32,0.41,46.84,52,12-08-2022,Friday,August,2022,No Holiday,Q3,Satisfactory
30.89,60.97,37.67,26.46,0.53,48.07,58,13-08-2022,Saturday,August,2022,No Holiday,Q3,Satisfactory
29.28,45.91,37.5,26.62,0.54,46.06,53,14-08-2022,Sunday,August,2022,Holiday,Q3,Satisfactory
24.87,29.48,37.43,26.68,0.38,37.86,47,15-08-2022,Monday,August,2022,Holiday,Q3,Good
22.75,49.26,37.47,26.65,0.38,44.19,47,16-08-2022,Tuesday,August,2022,No Holiday,Q3,Good
24.92,30.53,37.82,26.64,0.42,44.73,48,17-08-2022,Wednesday,August,2022,No Holiday,Q3,Good
24.52,57.02,37.41,26.67,0.41,44.36,48,18-08-2022,Thursday,August,2022,No Holiday,Q3,Good
27.54,53.97,37.69,26.71,0.32,49.43,59,19-08-2022,Friday,August,2022,Holiday,Q3,Satisfactory
35.65,77.33,37.76,26.63,0.45,47.43,69,20-08-2022,Saturday,August,2022,No Holiday,Q3,Satisfactory
47.66,100.08,31.8,26.73,0.49,35.12,93,21-08-2022,Sunday,August,2022,Holiday,Q3,Satisfactory
42.56,88.54,15,27.08,0.46,47.5,93,22-08-2022,Monday,August,2022,No Holiday,Q3,Satisfactory
34.37,56,15.04,26.67,0.41,47.15,69,23-08-2022,Tuesday,August,2022,No Holiday,Q3,Satisfactory
30.18,49.78,15.07,26.61,0.64,47.06,51,24-08-2022,Wednesday,August,2022,No Holiday,Q3,Satisfactory
36.47,100.36,15.08,25.8,0.69,62.87,77,25-08-2022,Thursday,August,2022,No Holiday,Q3,Satisfactory
39.01,95.31,14.99,25.75,0.49,48.97,105,26-08-2022,Friday,August,2022,No Holiday,Q3,Moderate
33.02,94.33,15.09,25.82,0.36,51.27,92,27-08-2022,Saturday,August,2022,No Holiday,Q3,Satisfactory
41.74,126.96,15.02,25.81,0.39,51.03,106,28-08-2022,Sunday,August,2022,Holiday,Q3,Moderate
43.31,133.05,15.03,25.81,0.42,54.95,130,29-08-2022,Monday,August,2022,No Holiday,Q3,Moderate
52.9,129.59,15.12,25.89,0.65,59.85,110,30-08-2022,Tuesday,August,2022,No Holiday,Q3,Moderate
42.48,111.99,15.09,19.28,0.46,49.74,110,31-08-2022,Wednesday,August,2022,No Holiday,Q3,Moderate
50.05,115.37,9.53,5.64,0.55,57.65,112,01-09-2022,Thursday,September,2022,No Holiday,Q3,Moderate
43.4,106.73,8.76,5.65,0.5,56.02,104,02-09-2022,Friday,September,2022,No Holiday,Q3,Moderate
36.98,103.85,8.72,5.73,0.43,47.55,106,03-09-2022,Saturday,September,2022,No Holiday,Q3,Moderate
32.85,87.52,6.93,5.72,0.39,46.99,85,04-09-2022,Sunday,September,2022,Holiday,Q3,Satisfactory
29.88,87.24,7.59,2.47,0.8,17.08,82,05-09-2022,Monday,September,2022,No Holiday,Q3,Satisfactory
46.69,125.05,7.26,5.98,0.48,56.07,73,06-09-2022,Tuesday,September,2022,No Holiday,Q3,Satisfactory
56.54,138.14,8.84,2.72,0.77,24.1,124,07-09-2022,Wednesday,September,2022,No Holiday,Q3,Moderate
71.15,154.82,8.77,6.08,0.7,70.41,222,08-09-2022,Thursday,September,2022,No Holiday,Q3,Poor
64.96,124.14,9.32,6.21,0.7,67.66,150,09-09-2022,Friday,September,2022,No Holiday,Q3,Moderate
44,86.54,7.21,6.23,0.57,60.76,96,10-09-2022,Saturday,September,2022,No Holiday,Q3,Satisfactory
30.37,78.38,7.26,6.25,0.56,64.99,72,11-09-2022,Sunday,September,2022,Holiday,Q3,Satisfactory
25.34,69.07,7.21,6.31,0.51,64.57,76,12-09-2022,Monday,September,2022,No Holiday,Q3,Satisfactory
31.83,56.87,5.86,6.4,0.42,52.69,63,13-09-2022,Tuesday,September,2022,No Holiday,Q3,Satisfactory
24.1,44.55,4.3,6.72,0.35,53.57,64,14-09-2022,Wednesday,September,2022,No Holiday,Q3,Satisfactory
19.67,23.61,4.82,6.81,0.33,57.35,62,15-09-2022,Thursday,September,2022,No Holiday,Q3,Satisfactory
23.69,14.98,6.97,6.94,0.45,51.53,54,16-09-2022,Friday,September,2022,No Holiday,Q3,Satisfactory
25.87,69.23,6.87,7.05,0.6,51.51,54,17-09-2022,Saturday,September,2022,No Holiday,Q3,Satisfactory
36.82,116.51,8.56,7.26,0.8,54.97,92,18-09-2022,Sunday,September,2022,Holiday,Q3,Satisfactory
41.78,170.47,11.51,7.21,1.08,34.21,140,19-09-2022,Monday,September,2022,No Holiday,Q3,Moderate
55.26,111.58,8.44,1.96,1.05,13.1,131,20-09-2022,Tuesday,September,2022,No Holiday,Q3,Moderate
43.81,78.44,8.33,1.68,0.86,8.14,84,21-09-2022,Wednesday,September,2022,No Holiday,Q3,Satisfactory
31.21,53.27,6.22,1.62,0.78,8.78,51,22-09-2022,Thursday,September,2022,No Holiday,Q3,Satisfactory
16.23,31.51,7.62,9.59,0.47,18.43,31,23-09-2022,Friday,September,2022,No Holiday,Q3,Good
16.55,31.84,6.53,9.58,0.61,19.64,37,24-09-2022,Saturday,September,2022,No Holiday,Q3,Good
14.36,32.02,5.46,9.62,0.42,24.61,24,25-09-2022,Sunday,September,2022,Holiday,Q3,Good
22.03,74.46,6.69,9.78,0.61,18.05,66,26-09-2022,Monday,September,2022,No Holiday,Q3,Satisfactory
27.19,90.05,6.81,9.74,0.56,12.57,75,27-09-2022,Tuesday,September,2022,No Holiday,Q3,Satisfactory
29.79,123.13,9.17,9.8,0.64,13.87,108,28-09-2022,Wednesday,September,2022,No Holiday,Q3,Moderate
31.14,133.18,8.58,9.79,0.68,15.91,124,29-09-2022,Thursday,September,2022,No Holiday,Q3,Moderate
40.81,163.14,11.73,9.91,0.75,11.28,133,30-09-2022,Friday,September,2022,No Holiday,Q3,Moderate
35.11,155.49,9.17,9.93,0.68,9.39,139,01-10-2022,Saturday,October,2022,No Holiday,Q4,Moderate
33.73,150.88,10.09,9.97,0.53,11.24,141,02-10-2022,Sunday,October,2022,Holiday,Q4,Moderate
25.56,114.08,9.11,10.01,0.44,13.73,107,03-10-2022,Monday,October,2022,No Holiday,Q4,Moderate
39.29,139.4,11.23,10.14,0.63,9.87,118,04-10-2022,Tuesday,October,2022,No Holiday,Q4,Moderate
41.3,170.61,12.77,10.52,0.78,9.62,150,05-10-2022,Wednesday,October,2022,Holiday,Q4,Moderate
22.96,80.04,7.39,2.55,0.58,18.54,109,06-10-2022,Thursday,October,2022,No Holiday,Q4,Moderate
11.91,29.62,6.3,10.34,0.39,5.7,35,07-10-2022,Friday,October,2022,No Holiday,Q4,Good
13,25.73,4.28,10.51,0.39,58.1,81,08-10-2022,Saturday,October,2022,No Holiday,Q4,Satisfactory
9.39,13.07,3.09,10.57,0.27,93.33,100,09-10-2022,Sunday,October,2022,Holiday,Q4,Satisfactory
19.69,36.63,5.04,1.32,0.33,11.13,19,10-10-2022,Monday,October,2022,No Holiday,Q4,Good
19.98,66.91,10.89,10.66,0.63,34.88,45,11-10-2022,Tuesday,October,2022,No Holiday,Q4,Good
24.46,95.25,3.97,10.76,0.61,10.32,94,12-10-2022,Wednesday,October,2022,No Holiday,Q4,Satisfactory
21.96,101.32,3.01,10.77,0.54,16.31,97,13-10-2022,Thursday,October,2022,No Holiday,Q4,Satisfactory
26.86,140.33,3.49,10.77,0.64,22.95,115,14-10-2022,Friday,October,2022,No Holiday,Q4,Moderate
36.46,190.7,3.84,10.79,0.65,20.99,138,15-10-2022,Saturday,October,2022,No Holiday,Q4,Moderate
39.76,197.91,3.95,10.98,0.65,20.25,184,16-10-2022,Sunday,October,2022,Holiday,Q4,Moderate
46.12,244.02,4.51,11,0.7,17.79,185,17-10-2022,Monday,October,2022,No Holiday,Q4,Moderate
41.46,236.88,4.77,11,0.83,9.93,200,18-10-2022,Tuesday,October,2022,No Holiday,Q4,Moderate
42.35,310.08,5.64,12.1,2.97,14.83,74,19-10-2022,Wednesday,October,2022,No Holiday,Q4,Satisfactory
64.6,356.38,12.65,13.51,1.53,24.4,101,20-10-2022,Thursday,October,2022,No Holiday,Q4,Moderate
71.07,261.79,28,13.85,1.37,20.51,246,21-10-2022,Friday,October,2022,No Holiday,Q4,Poor
142.46,245.64,29.58,14.18,0.9,27.44,262,22-10-2022,Saturday,October,2022,No Holiday,Q4,Poor
139.53,229.72,27.23,14.14,0.85,28.3,274,23-10-2022,Sunday,October,2022,Holiday,Q4,Poor
162.04,234.5,22.81,14.04,0.82,38.15,307,24-10-2022,Monday,October,2022,Holiday,Q4,Very Poor
146.62,228.11,19.79,14.06,0.77,38.51,289,25-10-2022,Tuesday,October,2022,No Holiday,Q4,Poor
147.07,246.48,24.65,14.14,1.17,30.55,285,26-10-2022,Wednesday,October,2022,No Holiday,Q4,Poor
221.08,344.75,32.38,14.16,1.96,23.32,376,27-10-2022,Thursday,October,2022,No Holiday,Q4,Very Poor
270.56,419.52,43.54,14.2,2.16,25.35,392,28-10-2022,Friday,October,2022,No Holiday,Q4,Very Poor
271.03,403.53,39.14,14.23,1.83,21.41,424,29-10-2022,Saturday,October,2022,No Holiday,Q4,Severe
257.61,434.04,39.68,14.2,2.27,23.16,381,30-10-2022,Sunday,October,2022,Holiday,Q4,Very Poor
286.46,520.95,51.09,14.99,2.86,14.66,409,31-10-2022,Monday,October,2022,No Holiday,Q4,Severe
184.09,502.55,91.09,13.73,3.4,10.71,434,01-11-2022,Tuesday,November,2022,No Holiday,Q4,Severe
116.96,493.59,50.99,7.98,2.23,20.77,390,02-11-2022,Wednesday,November,2022,No Holiday,Q4,Very Poor
159.95,375.78,47.45,8.18,2.56,21.82,456,03-11-2022,Thursday,November,2022,No Holiday,Q4,Severe
145.8,375.78,67.76,9.7,3.42,28.22,451,04-11-2022,Friday,November,2022,No Holiday,Q4,Severe
92.46,391.37,54.99,7.22,2,23.34,376,05-11-2022,Saturday,November,2022,No Holiday,Q4,Very Poor
193.83,361.79,19.24,1.44,1.7,24.94,368,06-11-2022,Sunday,November,2022,Holiday,Q4,Very Poor
233.5,434.82,23.61,2.35,1.65,23.87,368,07-11-2022,Monday,November,2022,No Holiday,Q4,Very Poor
269.14,427.73,14.73,1.37,1.28,15.29,403,08-11-2022,Tuesday,November,2022,Holiday,Q4,Severe
127.67,280.92,20.11,2.36,1.27,29.35,292,09-11-2022,Wednesday,November,2022,No Holiday,Q4,Poor
91.48,378.56,47.81,9.09,1.96,36.72,315,10-11-2022,Thursday,November,2022,No Holiday,Q4,Very Poor
120,414.55,41.61,6.9,1.24,36.06,340,11-11-2022,Friday,November,2022,No Holiday,Q4,Very Poor
100.51,342.71,42.36,8.17,1.09,45.14,289,12-11-2022,Saturday,November,2022,No Holiday,Q4,Poor
89.41,304.97,44.77,10.1,1.23,49.52,249,13-11-2022,Sunday,November,2022,Holiday,Q4,Poor
96.59,350.87,55.49,11.88,2.87,47.86,319,14-11-2022,Monday,November,2022,No Holiday,Q4,Very Poor
69.63,244.25,50.08,9.16,1.07,36.35,200,15-11-2022,Tuesday,November,2022,No Holiday,Q4,Moderate
61.99,214.26,43.65,9.12,0.7,49.24,211,16-11-2022,Wednesday,November,2022,No Holiday,Q4,Poor
78.7,268.88,46.23,8.47,0.95,49.3,203,17-11-2022,Thursday,November,2022,No Holiday,Q4,Poor
89.22,321.54,51.54,8.89,1.21,46.32,268,18-11-2022,Friday,November,2022,No Holiday,Q4,Poor
83.18,309.66,61.58,8.72,1.28,24.3,263,19-11-2022,Saturday,November,2022,No Holiday,Q4,Poor
87.25,317.33,62.95,8.83,1.08,12.19,278,20-11-2022,Sunday,November,2022,Holiday,Q4,Poor
74.62,271.87,56.62,9.34,0.9,12.89,246,21-11-2022,Monday,November,2022,No Holiday,Q4,Poor
62.41,245.34,57.42,9.96,0.8,14.4,203,22-11-2022,Tuesday,November,2022,No Holiday,Q4,Poor
57.06,250.87,60.56,9.67,0.79,12.67,221,23-11-2022,Wednesday,November,2022,No Holiday,Q4,Poor
60.97,282.52,60.95,11.43,1.06,16.63,215,24-11-2022,Thursday,November,2022,No Holiday,Q4,Poor
68.93,331.13,67.56,12.16,1.51,13.87,306,25-11-2022,Friday,November,2022,No Holiday,Q4,Very Poor
77.94,360.48,66.49,11.4,1.12,17.97,296,26-11-2022,Saturday,November,2022,No Holiday,Q4,Poor
75.94,329.99,69.23,10.21,1.27,13.11,288,27-11-2022,Sunday,November,2022,Holiday,Q4,Poor
74.82,362.38,68.45,12.88,1.7,13.4,308,28-11-2022,Monday,November,2022,No Holiday,Q4,Very Poor
106.72,540.39,69.57,11.69,2.69,9.69,360,29-11-2022,Tuesday,November,2022,No Holiday,Q4,Very Poor
109.39,454.52,48.69,7.73,2.46,11.01,389,30-11-2022,Wednesday,November,2022,No Holiday,Q4,Very Poor
167.61,439.69,48.42,4.23,1.62,28.51,358,01-12-2022,Thursday,December,2022,No Holiday,Q4,Very Poor
215.42,378.66,50.2,4.4,2.1,26.9,386,02-12-2022,Friday,December,2022,No Holiday,Q4,Very Poor
311.79,534.61,58.04,5.87,3.41,45.73,411,03-12-2022,Saturday,December,2022,No Holiday,Q4,Severe
249.33,468.77,48.85,3.93,1.98,35.75,408,04-12-2022,Sunday,December,2022,Holiday,Q4,Severe
186.49,400.31,46.1,5.88,1.27,34.63,324,05-12-2022,Monday,December,2022,No Holiday,Q4,Very Poor
120.08,330.43,43.04,4.02,0.96,31.53,316,06-12-2022,Tuesday,December,2022,No Holiday,Q4,Very Poor
80.29,245.29,40.42,3.83,0.7,30.53,224,07-12-2022,Wednesday,December,2022,No Holiday,Q4,Poor
82.64,269.16,42.1,5.65,0.87,35.3,209,08-12-2022,Thursday,December,2022,No Holiday,Q4,Poor
87.75,301.25,46.34,4.85,1.09,35.32,260,09-12-2022,Friday,December,2022,No Holiday,Q4,Poor
103.38,354.67,47.36,6.37,1.49,37.31,343,10-12-2022,Saturday,December,2022,No Holiday,Q4,Very Poor
72.24,243.72,45.85,6.12,0.67,28.5,198,11-12-2022,Sunday,December,2022,Holiday,Q4,Moderate
59.22,202.71,46.55,5.73,0.7,24.1,182,12-12-2022,Monday,December,2022,No Holiday,Q4,Moderate
48.35,163.77,42.62,5.56,0.53,34.23,153,13-12-2022,Tuesday,December,2022,No Holiday,Q4,Moderate
54.45,189.7,42.03,5.71,0.64,35.61,161,14-12-2022,Wednesday,December,2022,No Holiday,Q4,Moderate
59.8,210.46,45.72,5.63,0.76,31.31,162,15-12-2022,Thursday,December,2022,No Holiday,Q4,Moderate
89.82,330.13,48.74,6.21,1.21,39.3,206,16-12-2022,Friday,December,2022,No Holiday,Q4,Poor
93.08,353.73,48.36,6,1.44,44.17,314,17-12-2022,Saturday,December,2022,No Holiday,Q4,Very Poor
113.19,413.75,51.33,7.3,1.67,51.19,319,18-12-2022,Sunday,December,2022,Holiday,Q4,Very Poor
119.53,422.23,48.02,6.02,1.83,54.2,354,19-12-2022,Monday,December,2022,No Holiday,Q4,Very Poor
76.69,275.39,42.13,5.94,1.37,41.98,263,20-12-2022,Tuesday,December,2022,No Holiday,Q4,Poor
81.9,296.64,41.85,5.38,1.11,41.98,214,21-12-2022,Wednesday,December,2022,No Holiday,Q4,Poor
84.37,314.04,42.92,5.72,1.11,36.46,263,22-12-2022,Thursday,December,2022,No Holiday,Q4,Poor
71.87,273.2,44.95,5.54,1.28,42.72,236,23-12-2022,Friday,December,2022,No Holiday,Q4,Poor
69.88,260.04,44.51,6.85,1.18,39.41,266,24-12-2022,Saturday,December,2022,No Holiday,Q4,Poor
71.78,268.7,44.21,5.75,0.95,32.42,208,25-12-2022,Sunday,December,2022,Holiday,Q4,Poor
109.62,483,37.02,6.67,2,55.89,240,26-12-2022,Monday,December,2022,No Holiday,Q4,Poor
69.44,254.83,34.94,6.17,1.5,38.39,249,27-12-2022,Tuesday,December,2022,No Holiday,Q4,Poor
69.87,261.53,34.82,7.22,1.22,42.97,236,28-12-2022,Wednesday,December,2022,No Holiday,Q4,Poor
92.92,363.94,37.52,8.36,1.52,53.06,232,29-12-2022,Thursday,December,2022,No Holiday,Q4,Poor
202.24,449.21,35.17,8.63,2.04,56.41,368,30-12-2022,Friday,December,2022,No Holiday,Q4,Very Poor
164.48,265.14,7.95,4.46,1.01,37.59,357,31-12-2022,Saturday,December,2022,No Holiday,Q4,Very Poor
139.04,207.88,10.73,2.98,0.99,41.19,281,01-01-2023,Sunday,January,2023,Holiday,Q1,Poor
202.79,297.92,11.52,3.08,1.17,48.45,327,02-01-2023,Monday,January,2023,No Holiday,Q1,Very Poor
233.25,368.79,11.94,7.57,0.95,47.16,384,03-01-2023,Tuesday,January,2023,No Holiday,Q1,Very Poor
171.19,266.21,9.66,3.48,0.96,41.98,341,04-01-2023,Wednesday,January,2023,No Holiday,Q1,Very Poor
163.96,274.04,13.22,8.45,1.11,38.09,318,05-01-2023,Thursday,January,2023,No Holiday,Q1,Very Poor
213.63,288.095,14.68,9.41,1.2,45.34,365,06-01-2023,Friday,January,2023,No Holiday,Q1,Very Poor
200.6,288.095,13.16,15.77,1.15,41.66,500,07-01-2023,Saturday,January,2023,No Holiday,Q1,Severe
232.78,288.095,9.26,5.16,1.52,50.96,500,08-01-2023,Sunday,January,2023,Holiday,Q1,Severe
250.18,377.71,11.19,5.84,2.31,57.32,412,09-01-2023,Monday,January,2023,No Holiday,Q1,Severe
168.18,273.41,12.36,4.46,1.23,13.06,236,10-01-2023,Tuesday,January,2023,No Holiday,Q1,Poor
189.83,310.04,16.15,4.9,1.17,10.61,288,11-01-2023,Wednesday,January,2023,No Holiday,Q1,Poor
227.38,356.05,15.18,8.87,1.63,12,400,12-01-2023,Thursday,January,2023,No Holiday,Q1,Very Poor
225.92,340.05,16.07,5.8,1.68,11.22,388,13-01-2023,Friday,January,2023,No Holiday,Q1,Very Poor
146.21,237.45,6.72,4.05,0.65,19.31,337,14-01-2023,Saturday,January,2023,No Holiday,Q1,Very Poor
107.33,193.54,9.47,4,0.45,16.35,233,15-01-2023,Sunday,January,2023,Holiday,Q1,Poor
162.29,270.4,13.45,5.42,0.76,18.87,285,16-01-2023,Monday,January,2023,No Holiday,Q1,Poor
151.71,249.14,13.4,5.6,0.87,17.38,289,17-01-2023,Tuesday,January,2023,No Holiday,Q1,Poor
199,327.3,15.06,6.29,1.42,12.66,302,18-01-2023,Wednesday,January,2023,No Holiday,Q1,Very Poor
191.79,313.42,16.98,12.14,1.25,15.73,337,19-01-2023,Thursday,January,2023,No Holiday,Q1,Very Poor
81.13,159.68,9.12,9.95,0.7,18.33,196,20-01-2023,Friday,January,2023,No Holiday,Q1,Moderate
217.29,342.69,19.29,6.89,1.5,10.49,305,21-01-2023,Saturday,January,2023,No Holiday,Q1,Very Poor
254.46,392.36,13.55,8.77,1.53,17.28,411,22-01-2023,Sunday,January,2023,Holiday,Q1,Severe
160.63,273.19,15.09,7.26,1.19,13.34,335,23-01-2023,Monday,January,2023,No Holiday,Q1,Very Poor
94.94,193.3,15.85,6.38,1.05,9.13,242,24-01-2023,Tuesday,January,2023,No Holiday,Q1,Poor
95.75,198.95,9.43,5.96,1.16,5.31,181,25-01-2023,Wednesday,January,2023,No Holiday,Q1,Moderate
80.56,204.28,4.31,5.5,0.84,9.49,174,26-01-2023,Thursday,January,2023,Holiday,Q1,Moderate
60.43,151.75,5.85,6.42,0.68,19.37,143,27-01-2023,Friday,January,2023,No Holiday,Q1,Moderate
86.36,211.73,8.74,7.04,0.87,14.72,157,28-01-2023,Saturday,January,2023,No Holiday,Q1,Moderate
108.45,274.83,18.08,6.67,1.83,2.7,255,29-01-2023,Sunday,January,2023,Holiday,Q1,Poor
44.16,115.07,8.34,7.91,1.14,11.57,110,30-01-2023,Monday,January,2023,No Holiday,Q1,Moderate
37.09,108.88,3.51,5.83,0.83,10.87,127,31-01-2023,Tuesday,January,2023,No Holiday,Q1,Moderate
39.98,128.57,5.42,6.4,0.69,14.93,101,01-02-2023,Wednesday,February,2023,No Holiday,Q1,Moderate
49.4,161.13,7.39,7.78,0.77,15.06,141,02-02-2023,Thursday,February,2023,No Holiday,Q1,Moderate
73.57,258.27,11.25,10,1.07,15.39,187,03-02-2023,Friday,February,2023,No Holiday,Q1,Moderate
71.81,248.88,11.06,11.84,1.07,16.33,225,04-02-2023,Saturday,February,2023,No Holiday,Q1,Poor
61.72,206.07,9.88,9.35,1.2,12.87,186,05-02-2023,Sunday,February,2023,Holiday,Q1,Moderate
98.1,351.38,20.42,12.99,3.29,11.67,268,06-02-2023,Monday,February,2023,No Holiday,Q1,Poor
70.71,256.94,6.47,9.56,1.42,16.96,279,07-02-2023,Tuesday,February,2023,No Holiday,Q1,Poor
52.13,184.39,6.67,9.59,0.75,21.53,139,08-02-2023,Wednesday,February,2023,No Holiday,Q1,Moderate
70.49,246.89,21.41,11.38,1.11,14.31,216,09-02-2023,Thursday,February,2023,No Holiday,Q1,Poor
64.03,222.58,22.14,13.32,1.34,17.96,159,10-02-2023,Friday,February,2023,No Holiday,Q1,Moderate
85.2,298.69,17.53,13.3,1.34,22.29,278,11-02-2023,Saturday,February,2023,No Holiday,Q1,Poor
38.59,150.24,9.45,10.87,0.54,32.28,154,12-02-2023,Sunday,February,2023,Holiday,Q1,Moderate
38.75,132.75,8.13,10.09,0.47,36.7,124,13-02-2023,Monday,February,2023,No Holiday,Q1,Moderate
44.47,147.27,11.56,12.14,0.62,34,118,14-02-2023,Tuesday,February,2023,No Holiday,Q1,Moderate
55.56,194.39,14,8.79,0.8,22.91,161,15-02-2023,Wednesday,February,2023,No Holiday,Q1,Moderate
