PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,Date,Day,Month,Year,Holiday,Quarter,AQI_Category
79.68,278.84,35.235,22.59,0.87,16.03,340,14-10-2023,Saturday,October,2023,No Holiday,Q4,Very Poor
65.83,234.15,35.235,21.84,0.73,15.81,414,15-10-2023,Sunday,October,2023,Holiday,Q4,Severe
47.14,171.28,273.28,20.99,0.5,9.9,403,16-10-2023,Monday,October,2023,No Holiday,Q4,Severe
34.86,82.86,54.22,20.09,0.47,6.3,65,17-10-2023,Tuesday,October,2023,No Holiday,Q4,Satisfactory
33.47,100.45,71.6,21.29,0.44,5.47,106,18-10-2023,Wednesday,October,2023,No Holiday,Q4,Moderate
39.55,115.45,54.33,20.38,0.46,10.73,99,19-10-2023,Thursday,October,2023,No Holiday,Q4,Satisfactory
58.73,179.71,45.91,19.83,0.66,14.48,159,20-10-2023,Friday,October,2023,No Holiday,Q4,Moderate
78.96,236.51,42.05,20,0.88,11.34,159,21-10-2023,Saturday,October,2023,No Holiday,Q4,Moderate
90.63,235.77,37.96,20.2,1.08,18.44,219,22-10-2023,Sunday,October,2023,Holiday,Q4,Poor
78.33,217.91,26.18,20.11,0.85,15.02,193,23-10-2023,Monday,October,2023,No Holiday,Q4,Moderate
55.32,185.48,13.61,20.11,0.66,15.61,157,24-10-2023,Tuesday,October,2023,Holiday,Q4,Moderate
68.92,231.22,14.85,20.19,0.76,20.7,171,25-10-2023,Wednesday,October,2023,No Holiday,Q4,Moderate
64.53,210.26,14.65,20.25,0.78,15.9,193,26-10-2023,Thursday,October,2023,No Holiday,Q4,Moderate
87.06,262.27,5.8,20.46,0.97,20.71,165,27-10-2023,Friday,October,2023,No Holiday,Q4,Moderate
103.13,304.69,20.05,18.86,1.28,19.16,217,28-10-2023,Saturday,October,2023,No Holiday,Q4,Poor
124.77,419.6,24.86,18.21,2.51,24.85,330,29-10-2023,Sunday,October,2023,Holiday,Q4,Very Poor
123.28,400.75,19.94,18.12,1.64,23.62,355,30-10-2023,Monday,October,2023,No Holiday,Q4,Very Poor
126.34,420.52,21.21,18.38,1.91,22.56,356,31-10-2023,Tuesday,October,2023,No Holiday,Q4,Very Poor
117.48,390.78,58.91,18.69,1.57,15.06,376,01-11-2023,Wednesday,November,2023,No Holiday,Q4,Very Poor
163.13,544.57,78.11,19.63,1.96,13.2,372,02-11-2023,Thursday,November,2023,No Holiday,Q4,Very Poor
157.29,524.92,80.64,19.63,2.27,11.8,459,03-11-2023,Friday,November,2023,No Holiday,Q4,Severe
161.2,510.58,72.08,19.7,1.94,12.32,383,04-11-2023,Saturday,November,2023,No Holiday,Q4,Very Poor
175.54,546.97,61.76,19.46,1.95,10.8,426,05-11-2023,Sunday,November,2023,Holiday,Q4,Severe
136.4,501.76,70.39,19.69,2.6,14.8,399,06-11-2023,Monday,November,2023,No Holiday,Q4,Very Poor
149.64,508.3,74.98,19.92,2.39,11.77,403,07-11-2023,Tuesday,November,2023,No Holiday,Q4,Severe
150.47,494.67,61.31,19.98,2.22,9.19,421,08-11-2023,Wednesday,November,2023,Holiday,Q4,Severe
185.6,375.78,56.65,22.29,2.33,9.26,424,09-11-2023,Thursday,November,2023,No Holiday,Q4,Severe
62.15,188.34,34.14,23.7,1.14,8.24,270,10-11-2023,Friday,November,2023,No Holiday,Q4,Poor
43.61,134.27,45.82,23.49,0.75,8.15,120,11-11-2023,Saturday,November,2023,No Holiday,Q4,Moderate
93.1,179.24,58.78,23.9,0.89,8.73,133,12-11-2023,Sunday,November,2023,Holiday,Q4,Moderate
148.91,372.64,110.8,24.9,1.36,8.01,300,13-11-2023,Monday,November,2023,No Holiday,Q4,Poor
100.48,338.33,97.69,23.71,1.3,7.38,308,14-11-2023,Tuesday,November,2023,No Holiday,Q4,Very Poor
125.53,436.19,113.81,23.84,1.52,7.94,347,15-11-2023,Wednesday,November,2023,Holiday,Q4,Very Poor
162.14,556.97,158.45,24.03,2.16,8.31,403,16-11-2023,Thursday,November,2023,No Holiday,Q4,Severe
126.56,410.13,191.88,24.32,2.25,10.08,383,17-11-2023,Friday,November,2023,No Holiday,Q4,Very Poor
83.67,294.93,184.45,25.38,1.68,8.6,255,18-11-2023,Saturday,November,2023,No Holiday,Q4,Poor
85.16,282.69,202.31,25.54,1.86,10.34,241,19-11-2023,Sunday,November,2023,Holiday,Q4,Poor
110.12,385.73,248.4,25.67,1.96,7.88,284,20-11-2023,Monday,November,2023,No Holiday,Q4,Poor
132.42,423.11,142.06,25.46,1.43,9.65,346,21-11-2023,Tuesday,November,2023,No Holiday,Q4,Very Poor
171.23,428.7,133.36,24.19,1.4,10.09,358,22-11-2023,Wednesday,November,2023,No Holiday,Q4,Very Poor
131.55,467.33,212.77,23.67,2.09,10.71,378,23-11-2023,Thursday,November,2023,No Holiday,Q4,Very Poor
184.84,557.23,51.58,24.87,2.78,9.39,414,24-11-2023,Friday,November,2023,No Holiday,Q4,Severe
151.17,388.46,297.47,25.53,2.09,6.3,324,25-11-2023,Saturday,November,2023,No Holiday,Q4,Very Poor
149.01,484.72,195.27,25.48,2.35,10.32,300,26-11-2023,Sunday,November,2023,Holiday,Q4,Poor
118.5,420.91,92.95,24.74,1.78,11.44,402,27-11-2023,Monday,November,2023,Holiday,Q4,Severe
73.06,229.73,61.45,25.13,1.2,6.39,241,28-11-2023,Tuesday,November,2023,No Holiday,Q4,Poor
87.44,302.04,53.13,24.76,1.6,8.17,197,29-11-2023,Wednesday,November,2023,No Holiday,Q4,Moderate
126.58,418.63,48.89,22.55,1.9,8.63,372,30-11-2023,Thursday,November,2023,No Holiday,Q4,Very Poor
96.97,337.64,41.15,19.67,1.23,8.98,271,01-12-2023,Friday,December,2023,No Holiday,Q4,Poor
81.04,277.04,49.1,19.67,1.24,7.85,273,02-12-2023,Saturday,December,2023,No Holiday,Q4,Poor
85.65,318.97,41.45,19.87,1.39,4.83,257,03-12-2023,Sunday,December,2023,Holiday,Q4,Poor
86.75,308.78,44.07,20.03,1.22,7.87,284,04-12-2023,Monday,December,2023,No Holiday,Q4,Poor
71.74,270.14,56.79,19.91,0.93,5.67,235,05-12-2023,Tuesday,December,2023,No Holiday,Q4,Poor
80.77,316.54,54.92,20.06,1.19,17.01,239,06-12-2023,Wednesday,December,2023,No Holiday,Q4,Poor
92.19,364.13,52.06,20.14,1.59,27.74,302,07-12-2023,Thursday,December,2023,No Holiday,Q4,Very Poor
132.68,328.85,60.73,20.15,1.23,31.92,308,08-12-2023,Friday,December,2023,No Holiday,Q4,Very Poor
96.81,304.2,59.08,19.89,1.02,29.61,275,09-12-2023,Saturday,December,2023,No Holiday,Q4,Poor
72.52,258.8,65.07,20.03,1.04,29.76,210,10-12-2023,Sunday,December,2023,Holiday,Q4,Poor
89.85,332.01,66.1,20.25,1.06,30.63,280,11-12-2023,Monday,December,2023,No Holiday,Q4,Poor
127.52,434.97,59.39,20.56,1.95,32.62,323,12-12-2023,Tuesday,December,2023,No Holiday,Q4,Very Poor
124.13,402.41,55.55,20.8,1.62,29.85,369,13-12-2023,Wednesday,December,2023,No Holiday,Q4,Very Poor
86.72,323.72,64.48,20.57,1.11,33.94,290,14-12-2023,Thursday,December,2023,No Holiday,Q4,Poor
98.79,337.67,64.84,20.81,1.27,40.85,289,15-12-2023,Friday,December,2023,No Holiday,Q4,Poor
121.69,314.24,85.96,20.95,1.58,36.87,247,16-12-2023,Saturday,December,2023,No Holiday,Q4,Poor
90.06,345.78,75.39,20.91,1.43,27.95,179,17-12-2023,Sunday,December,2023,Holiday,Q4,Moderate
77.88,285.03,70.47,21.01,1.03,29.25,268,18-12-2023,Monday,December,2023,No Holiday,Q4,Poor
70.92,265.39,63.48,20.82,1.05,31.85,229,19-12-2023,Tuesday,December,2023,No Holiday,Q4,Poor
119.99,308.74,78.74,21,1.28,32.81,238,20-12-2023,Wednesday,December,2023,No Holiday,Q4,Poor
104.18,394.17,73.76,21.04,1.49,32.16,327,21-12-2023,Thursday,December,2023,No Holiday,Q4,Very Poor
139.5,420.59,90.96,21.9,1.82,33.22,359,22-12-2023,Friday,December,2023,No Holiday,Q4,Very Poor
175.83,400.68,120.52,22.98,2.11,32.65,363,23-12-2023,Saturday,December,2023,No Holiday,Q4,Very Poor
137.21,400.57,140.49,23.31,2.13,32.24,363,24-12-2023,Sunday,December,2023,Holiday,Q4,Very Poor
113.02,400.43,101.24,23.14,1.4,32.19,363,25-12-2023,Monday,December,2023,Holiday,Q4,Very Poor
106.1,397.15,69.8,22.48,1.48,31.01,356,26-12-2023,Tuesday,December,2023,No Holiday,Q4,Very Poor
97.47,365.02,27.66,21.87,1.76,28.12,296,27-12-2023,Wednesday,December,2023,No Holiday,Q4,Poor
90.16,266.07,32.1,21.99,1.07,28.37,261,28-12-2023,Thursday,December,2023,No Holiday,Q4,Poor
118.14,469.37,30.62,22.03,1.68,19.07,299,29-12-2023,Friday,December,2023,No Holiday,Q4,Poor
98.49,395.9,34.12,21.92,1.37,19.13,390,30-12-2023,Saturday,December,2023,No Holiday,Q4,Very Poor
83.37,333.32,29.29,21.99,1.2,19.26,301,31-12-2023,Sunday,December,2023,Holiday,Q4,Very Poor
71.18,288.33,24.09,21.92,0.74,19.3,244,01-01-2024,Monday,January,2024,No Holiday,Q1,Poor
76.61,290.95,26.95,22.19,0.64,20.15,259,02-01-2024,Tuesday,January,2024,No Holiday,Q1,Poor
81.94,308.65,26.41,22.01,1.03,19.65,246,03-01-2024,Wednesday,January,2024,No Holiday,Q1,Poor
86.58,349.36,21.61,22.18,1.02,19.19,324,04-01-2024,Thursday,January,2024,No Holiday,Q1,Very Poor
64.61,267.06,19.8,22.36,0.85,19.28,246,05-01-2024,Friday,January,2024,No Holiday,Q1,Poor
78.21,319.32,20.7,22.47,0.8,19.64,220,06-01-2024,Saturday,January,2024,No Holiday,Q1,Poor
80.76,334.34,27.08,22.9,0.93,19.93,308,07-01-2024,Sunday,January,2024,Holiday,Q1,Very Poor
95.24,373.77,24.92,22.87,0.85,19.55,314,08-01-2024,Monday,January,2024,No Holiday,Q1,Very Poor
52.82,212.74,20.55,22.8,0.69,19.65,254,09-01-2024,Tuesday,January,2024,No Holiday,Q1,Poor
73.62,286.79,22.23,22.86,0.7,20.4,168,10-01-2024,Wednesday,January,2024,No Holiday,Q1,Moderate
99.72,356.85,29.89,21.9,1,25.8,314,11-01-2024,Thursday,January,2024,No Holiday,Q1,Very Poor
81.41,304.72,28.91,20.95,1.02,27.3,264,12-01-2024,Friday,January,2024,No Holiday,Q1,Poor
127.48,492.05,36.16,21.31,1.58,27.36,348,13-01-2024,Saturday,January,2024,No Holiday,Q1,Very Poor
106.07,327.54,35.14,21.46,1.66,27.05,345,14-01-2024,Sunday,January,2024,Holiday,Q1,Very Poor
70.53,271.14,30.99,21.32,1.1,27.24,222,15-01-2024,Monday,January,2024,No Holiday,Q1,Poor
125.14,451.87,48.65,21.62,1.78,28.02,331,16-01-2024,Tuesday,January,2024,No Holiday,Q1,Very Poor
95.9,388.59,47.21,21.76,1.36,27.69,360,17-01-2024,Wednesday,January,2024,No Holiday,Q1,Very Poor
95.82,374.84,42.41,22.18,1.19,27.17,313,18-01-2024,Thursday,January,2024,No Holiday,Q1,Very Poor
118.7,342.32,44.35,22.69,1.28,26.87,295,19-01-2024,Friday,January,2024,No Holiday,Q1,Poor
79.2,324.13,40.61,22.07,0.88,27.45,276,20-01-2024,Saturday,January,2024,No Holiday,Q1,Poor
72.57,257.14,30.47,21.56,0.96,27.35,271,21-01-2024,Sunday,January,2024,Holiday,Q1,Poor
108.32,372.63,40.42,21.67,0.92,28.16,240,22-01-2024,Monday,January,2024,No Holiday,Q1,Poor
115.04,429.22,45.74,22.03,1.23,27.73,378,23-01-2024,Tuesday,January,2024,No Holiday,Q1,Very Poor
105.87,405.6,39.12,22.06,1.16,27.03,383,24-01-2024,Wednesday,January,2024,No Holiday,Q1,Very Poor
80.42,278.84,31.23,21.27,1,26.88,242,25-01-2024,Thursday,January,2024,No Holiday,Q1,Poor
108.52,404.79,40.1,20.68,1.41,27.25,352,26-01-2024,Friday,January,2024,Holiday,Q1,Very Poor
72.18,299.85,35.5,20.61,0.81,28.03,267,27-01-2024,Saturday,January,2024,No Holiday,Q1,Poor
128.46,468.87,54.04,21.03,1.5,27.75,343,28-01-2024,Sunday,January,2024,Holiday,Q1,Very Poor
122.47,471.32,46.09,21.21,1.26,27.04,383,29-01-2024,Monday,January,2024,No Holiday,Q1,Very Poor
77.87,287.31,28.29,20.94,1.16,26.72,295,30-01-2024,Tuesday,January,2024,No Holiday,Q1,Poor
95.45,328.24,36.78,21.63,1.63,26.71,277,31-01-2024,Wednesday,January,2024,No Holiday,Q1,Poor
31.84,108.25,31.22,21.48,0.71,26.98,145,01-02-2024,Thursday,February,2024,No Holiday,Q1,Moderate
44.56,160.64,19.75,21.54,0.91,26.78,131,02-02-2024,Friday,February,2024,No Holiday,Q1,Moderate
52.97,218.9,29.51,21.47,0.76,26.71,152,03-02-2024,Saturday,February,2024,No Holiday,Q1,Moderate
54.29,199.46,29.1,21.64,0.92,26.69,209,04-02-2024,Sunday,February,2024,Holiday,Q1,Poor
37.31,142.31,22.29,21.72,0.49,26.81,136,05-02-2024,Monday,February,2024,No Holiday,Q1,Moderate
33.73,142.23,24.61,21.58,0.43,28.14,112,06-02-2024,Tuesday,February,2024,No Holiday,Q1,Moderate
42.73,176.83,27.71,21.51,0.45,32.23,166,07-02-2024,Wednesday,February,2024,No Holiday,Q1,Moderate
42.68,168.67,27.05,21.7,0.46,31.97,172,08-02-2024,Thursday,February,2024,No Holiday,Q1,Moderate
45.43,178.41,33.32,21.86,0.52,28.36,155,09-02-2024,Friday,February,2024,No Holiday,Q1,Moderate
102.56,324.04,43.5,22.07,0.91,28.82,253,10-02-2024,Saturday,February,2024,No Holiday,Q1,Poor
57.57,273.84,36.16,22.03,0.63,28.8,247,11-02-2024,Sunday,February,2024,Holiday,Q1,Poor
78.2,300.65,41.68,22.57,0.74,27.43,228,12-02-2024,Monday,February,2024,No Holiday,Q1,Poor
105.22,417.5,33.9,23.06,1.11,26.59,336,13-02-2024,Tuesday,February,2024,No Holiday,Q1,Very Poor
98.06,369.58,38.95,22.97,1.02,27.29,324,14-02-2024,Wednesday,February,2024,No Holiday,Q1,Very Poor
73.63,296.8,40.37,23.15,0.77,28.9,234,15-02-2024,Thursday,February,2024,No Holiday,Q1,Poor
64.35,264.88,41.3,23.26,0.71,28.82,245,16-02-2024,Friday,February,2024,No Holiday,Q1,Poor
65.88,265.95,42.98,23.5,0.7,30.16,220,17-02-2024,Saturday,February,2024,No Holiday,Q1,Poor
80.42,323,58.36,24.17,1.66,27.38,287,18-02-2024,Sunday,February,2024,Holiday,Q1,Poor
60.72,284.13,52.67,23.83,0.66,32.15,241,19-02-2024,Monday,February,2024,No Holiday,Q1,Poor
152.51,267.95,44.29,24.34,0.76,27.76,219,20-02-2024,Tuesday,February,2024,No Holiday,Q1,Poor
51.62,195.52,29.07,24.21,0.62,28.14,200,21-02-2024,Wednesday,February,2024,No Holiday,Q1,Moderate
41.13,158.72,31.17,24.65,0.44,28.71,146,22-02-2024,Thursday,February,2024,No Holiday,Q1,Moderate
41.39,170.18,34.98,25.07,0.4,28.76,137,23-02-2024,Friday,February,2024,No Holiday,Q1,Moderate
54.35,217.67,39.03,25.35,0.56,29.45,175,24-02-2024,Saturday,February,2024,No Holiday,Q1,Moderate
51.36,193.05,42.12,25.6,0.52,28.32,178,25-02-2024,Sunday,February,2024,Holiday,Q1,Moderate
53.72,208.96,43.78,25.87,0.5,30.47,161,26-02-2024,Monday,February,2024,No Holiday,Q1,Moderate
37,135.02,39.12,25.75,0.45,29.74,150,27-02-2024,Tuesday,February,2024,No Holiday,Q1,Moderate
37.13,148.66,35.62,25.76,0.45,29.88,144,28-02-2024,Wednesday,February,2024,No Holiday,Q1,Moderate
43.28,167.64,38.41,26.58,0.49,29.55,138,29-02-2024,Thursday,February,2024,No Holiday,Q1,Moderate
63.57,236.03,53.2,26.69,0.81,33.53,192,01-03-2024,Friday,March,2024,No Holiday,Q1,Moderate
20.62,88.07,36.47,26.26,0.42,29.67,111,02-03-2024,Saturday,March,2024,No Holiday,Q1,Moderate
42.75,177.31,26.01,26.18,0.34,28.86,126,03-03-2024,Sunday,March,2024,Holiday,Q1,Moderate
46.01,134.41,27.51,22.96,0.42,30.43,140,04-03-2024,Monday,March,2024,No Holiday,Q1,Moderate
32.29,124.45,25.61,21,0.48,33.69,119,05-03-2024,Tuesday,March,2024,No Holiday,Q1,Moderate
35.44,144.44,26.61,21,0.56,30.6,121,06-03-2024,Wednesday,March,2024,No Holiday,Q1,Moderate
39.2,161.43,30.67,21.29,0.63,33.31,143,07-03-2024,Thursday,March,2024,No Holiday,Q1,Moderate
42.02,164.19,30.47,21.52,0.59,36.94,149,08-03-2024,Friday,March,2024,Holiday,Q1,Moderate
38.21,137.57,26.92,21.49,0.52,34.86,124,09-03-2024,Saturday,March,2024,No Holiday,Q1,Moderate
66.15,181.71,30.22,21.63,0.66,31.11,143,10-03-2024,Sunday,March,2024,Holiday,Q1,Moderate
76.01,211.71,34.02,21.78,0.82,35.36,175,11-03-2024,Monday,March,2024,No Holiday,Q1,Moderate
72.79,187.56,28.53,21.92,0.7,39.58,170,12-03-2024,Tuesday,March,2024,No Holiday,Q1,Moderate
76.89,213.65,29.48,21.97,0.78,34.42,173,13-03-2024,Wednesday,March,2024,No Holiday,Q1,Moderate
72.07,192.86,28.96,22.29,0.73,40.57,170,14-03-2024,Thursday,March,2024,No Holiday,Q1,Moderate
53.91,154,23.63,22.09,0.49,37.75,133,15-03-2024,Friday,March,2024,No Holiday,Q1,Moderate
65.62,172.51,27.06,22.29,0.58,38.8,158,16-03-2024,Saturday,March,2024,No Holiday,Q1,Moderate
81.21,218.49,27.77,22.2,0.69,34.98,179,17-03-2024,Sunday,March,2024,Holiday,Q1,Moderate
88.8,246.58,28.33,22.4,0.75,34.18,217,18-03-2024,Monday,March,2024,No Holiday,Q1,Poor
136.11,304.75,32.55,22.65,0.95,31.97,264,19-03-2024,Tuesday,March,2024,No Holiday,Q1,Poor
108.1,268.26,32.93,22.81,0.85,37.18,242,20-03-2024,Wednesday,March,2024,No Holiday,Q1,Poor
82.11,197.74,34.31,22.78,0.8,38.02,170,21-03-2024,Thursday,March,2024,No Holiday,Q1,Moderate
81.8,193.7,33.85,22.84,0.87,50.3,147,22-03-2024,Friday,March,2024,No Holiday,Q1,Moderate
94.37,232.26,27.84,22.86,0.85,40.47,233,23-03-2024,Saturday,March,2024,No Holiday,Q1,Poor
93.02,237.57,23.32,22.93,0.68,36.57,207,24-03-2024,Sunday,March,2024,Holiday,Q1,Poor
83.81,185.35,19.26,23.15,0.74,37.95,193,25-03-2024,Monday,March,2024,Holiday,Q1,Moderate
68.2,149.41,20.65,23.19,0.61,39.49,108,26-03-2024,Tuesday,March,2024,No Holiday,Q1,Moderate
74.56,170.6,20.34,23.61,0.81,43.59,175,27-03-2024,Wednesday,March,2024,No Holiday,Q1,Moderate
70.45,157.24,19.36,23.82,0.59,51.82,138,28-03-2024,Thursday,March,2024,No Holiday,Q1,Moderate
98.41,227.94,10.69,25.27,0.96,27.97,189,29-03-2024,Friday,March,2024,Holiday,Q1,Moderate
82.81,195.04,10.36,26.25,1.05,69.12,176,30-03-2024,Saturday,March,2024,No Holiday,Q1,Moderate
81.63,198.64,7.14,26.14,0.93,58.41,222,31-03-2024,Sunday,March,2024,Holiday,Q1,Poor
55.38,135.4,6.66,25.97,0.6,42.98,120,01-04-2024,Monday,April,2024,No Holiday,Q2,Moderate
74.54,181.94,9.52,25.85,0.65,42.76,145,02-04-2024,Tuesday,April,2024,No Holiday,Q2,Moderate
97.29,229.66,14.65,26.29,0.87,59.09,146,03-04-2024,Wednesday,April,2024,No Holiday,Q2,Moderate
67.26,174.75,12.76,26.34,0.68,52.26,159,04-04-2024,Thursday,April,2024,No Holiday,Q2,Moderate
66.6,172.58,11.18,26.87,0.63,50.86,161,05-04-2024,Friday,April,2024,No Holiday,Q2,Moderate
76.92,199.97,12.01,26.39,0.65,52.36,167,06-04-2024,Saturday,April,2024,No Holiday,Q2,Moderate
129.98,358.42,16.13,26.96,1.28,29.7,229,07-04-2024,Sunday,April,2024,Holiday,Q2,Poor
79.64,248.75,11.45,26.27,0.56,85.91,212,08-04-2024,Monday,April,2024,No Holiday,Q2,Poor
80.33,209.65,17.74,26.89,0.9,56.1,203,09-04-2024,Tuesday,April,2024,No Holiday,Q2,Poor
125.24,347.63,17.27,28.4,1.26,67.4,242,10-04-2024,Wednesday,April,2024,No Holiday,Q2,Poor
111.56,299.64,11.89,28.13,1.4,68.87,269,11-04-2024,Thursday,April,2024,Holiday,Q2,Poor
117.36,307.13,14.29,29.8,1.23,46.89,230,12-04-2024,Friday,April,2024,No Holiday,Q2,Poor
71.35,202.41,12.02,27.64,1,68.71,195,13-04-2024,Saturday,April,2024,No Holiday,Q2,Moderate
47.93,121.73,9.4,27.72,0.67,41.3,130,14-04-2024,Sunday,April,2024,Holiday,Q2,Moderate
91.4,208.54,9.69,28.3,0.95,91.84,240,15-04-2024,Monday,April,2024,No Holiday,Q2,Poor
110.81,330.39,10.23,28.46,1.17,64.89,268,16-04-2024,Tuesday,April,2024,No Holiday,Q2,Poor
111.72,245.095,7.82,28.44,0.49,77.58,367,17-04-2024,Wednesday,April,2024,Holiday,Q2,Very Poor
69.16,179.04,8.01,28.7,0.57,68.78,178,18-04-2024,Thursday,April,2024,No Holiday,Q2,Moderate
90.05,243.93,8.54,28.76,0.77,51.72,177,19-04-2024,Friday,April,2024,No Holiday,Q2,Moderate
74.17,194.12,5.48,28.71,0.56,85.99,194,20-04-2024,Saturday,April,2024,No Holiday,Q2,Moderate
51.68,136.82,4.82,28.32,0.49,104.63,131,21-04-2024,Sunday,April,2024,Holiday,Q2,Moderate
41.15,113.59,4.74,28.1,0.51,98.62,106,22-04-2024,Monday,April,2024,No Holiday,Q2,Moderate
93.78,263.09,7.07,29.37,0.73,88.43,233,23-04-2024,Tuesday,April,2024,No Holiday,Q2,Poor
106.91,194.36,7.55,28.96,0.9,86.02,214,24-04-2024,Wednesday,April,2024,No Holiday,Q2,Poor
88.55,248.08,6.56,31.63,0.79,101.9,204,25-04-2024,Thursday,April,2024,No Holiday,Q2,Poor
73.65,194.4,8.13,29.53,0.8,102.47,223,26-04-2024,Friday,April,2024,No Holiday,Q2,Poor
82.34,230.87,6.06,28.99,0.64,89.65,173,27-04-2024,Saturday,April,2024,No Holiday,Q2,Moderate
64.9,167.4,5.1,29.41,0.62,99.76,222,28-04-2024,Sunday,April,2024,Holiday,Q2,Poor
94.34,244.66,6.1,30.67,0.71,103.21,218,29-04-2024,Monday,April,2024,No Holiday,Q2,Poor
75.9,204.31,5.12,30,0.63,72.39,178,30-04-2024,Tuesday,April,2024,No Holiday,Q2,Moderate
77.86,226.19,5.08,30,0.57,83.47,191,01-05-2024,Wednesday,May,2024,No Holiday,Q2,Moderate
94.57,239.55,20.93,30.73,0.72,90.4,191,02-05-2024,Thursday,May,2024,No Holiday,Q2,Moderate
127.5,448.43,27.06,33.22,0.95,91.32,301,03-05-2024,Friday,May,2024,No Holiday,Q2,Very Poor
122,356.84,36.93,35.75,1.28,96.53,281,04-05-2024,Saturday,May,2024,No Holiday,Q2,Poor
153.83,427,35.82,39.64,1.7,84.36,294,05-05-2024,Sunday,May,2024,Holiday,Q2,Poor
121.52,293.6,29.25,33.11,1,98.86,248,06-05-2024,Monday,May,2024,No Holiday,Q2,Poor
157.49,369.89,29.94,33.33,1.42,73.35,310,07-05-2024,Tuesday,May,2024,No Holiday,Q2,Very Poor
103.65,249.75,21.28,29.76,1,82.11,248,08-05-2024,Wednesday,May,2024,No Holiday,Q2,Poor
86.88,180.25,14.5,29.87,0.82,95.45,180,09-05-2024,Thursday,May,2024,No Holiday,Q2,Moderate
115.57,213.91,13.6,32.73,0.82,102.37,210,10-05-2024,Friday,May,2024,No Holiday,Q2,Poor
118.86,313.12,7.46,28.01,0.34,102.76,300,11-05-2024,Saturday,May,2024,No Holiday,Q2,Poor
95,191.29,7.78,29.78,0.57,98.08,174,12-05-2024,Sunday,May,2024,Holiday,Q2,Moderate
114.96,245.56,10.94,30.48,0.67,62.08,254,13-05-2024,Monday,May,2024,No Holiday,Q2,Poor
134.94,314.93,18.2,31.12,0.75,30.77,258,14-05-2024,Tuesday,May,2024,No Holiday,Q2,Poor
156.45,321.92,26.59,35.44,1.2,39.86,298,15-05-2024,Wednesday,May,2024,No Holiday,Q2,Poor
126.34,280.51,27.22,31.57,1.16,35.71,259,16-05-2024,Thursday,May,2024,No Holiday,Q2,Poor
108.1,243.44,26.87,30.01,0.93,34.19,249,17-05-2024,Friday,May,2024,No Holiday,Q2,Poor
133.35,284.89,33.85,33.22,0.7,38.31,291,18-05-2024,Saturday,May,2024,No Holiday,Q2,Poor
114.26,256.32,31.49,32.97,0.56,34.34,244,19-05-2024,Sunday,May,2024,Holiday,Q2,Poor
158.03,366.53,30.4,33.13,0.54,36.09,279,20-05-2024,Monday,May,2024,No Holiday,Q2,Poor
125.18,288.44,31.5,31.01,1.18,29.09,275,21-05-2024,Tuesday,May,2024,No Holiday,Q2,Poor
95.22,201.08,34,30.52,3.81,28.28,227,22-05-2024,Wednesday,May,2024,No Holiday,Q2,Poor
75.15,154.37,31.13,30.25,1.08,28.01,158,23-05-2024,Thursday,May,2024,Holiday,Q2,Moderate
75.25,148.72,30.11,30.53,0.57,29.42,138,24-05-2024,Friday,May,2024,No Holiday,Q2,Moderate
84.83,178.63,30.42,31.13,0.58,29.5,197,25-05-2024,Saturday,May,2024,No Holiday,Q2,Moderate
91.93,198.16,29.25,34.03,0.54,30.34,184,26-05-2024,Sunday,May,2024,Holiday,Q2,Moderate
120.85,244.94,28.39,33.09,0.93,32.36,251,27-05-2024,Monday,May,2024,No Holiday,Q2,Poor
127.62,282.7,27.45,33.88,1.28,37.17,265,28-05-2024,Tuesday,May,2024,No Holiday,Q2,Poor
103.57,231,28.57,31.59,0.66,32.63,229,29-05-2024,Wednesday,May,2024,No Holiday,Q2,Poor
81.19,244.07,31.15,30.6,0.61,42.61,150,30-05-2024,Thursday,May,2024,No Holiday,Q2,Moderate
97.29,322.16,31.3,34.41,0.67,72.38,256,31-05-2024,Friday,May,2024,No Holiday,Q2,Poor
138.23,384.78,30.11,34.62,0.56,61.55,273,01-06-2024,Saturday,June,2024,No Holiday,Q2,Poor
59.75,180.47,28.53,33.23,0.74,74.34,180,02-06-2024,Sunday,June,2024,Holiday,Q2,Moderate
72.46,176.55,28.08,34.13,0.82,73.23,162,03-06-2024,Monday,June,2024,No Holiday,Q2,Moderate
100.2,321.78,29.47,33.24,1.09,76.55,214,04-06-2024,Tuesday,June,2024,No Holiday,Q2,Poor
174.68,385.98,26.75,33.55,0.84,61.52,287,05-06-2024,Wednesday,June,2024,No Holiday,Q2,Poor
95.89,192.09,28.02,32.8,0.76,76.98,210,06-06-2024,Thursday,June,2024,No Holiday,Q2,Poor
79.87,283.4,27.39,33.96,0.72,73.87,214,07-06-2024,Friday,June,2024,No Holiday,Q2,Poor
63.06,240.76,27.02,35.63,0.77,75.39,232,08-06-2024,Saturday,June,2024,No Holiday,Q2,Poor
60.8,163.39,27.16,36.19,0.78,87.82,146,09-06-2024,Sunday,June,2024,Holiday,Q2,Moderate
59.48,154.34,40.46,36.31,0.8,99.56,127,10-06-2024,Monday,June,2024,No Holiday,Q2,Moderate
116.26,488.18,86.85,43.89,1.03,82.55,290,11-06-2024,Tuesday,June,2024,No Holiday,Q2,Poor
